player_id,Player,Games Played,Minutes,PER,NBA Rating,OREB%,DREB%,REB%,AST/TO,Points,Assists,Rebounds
4396909,Aaron Nesmith,45.0,24.933332,14.646,20.545555,0.0,0.0,0.0,1.4594594,12.0222225,1.2,3.9555554
4396971,Naz Reid,80.0,27.5,15.892,25.908123,0.0,0.0,0.0,1.675926,14.225,2.2625,6.0
4396993,Tyrese Haliburton,73.0,33.561646,21.837,38.776028,0.0,0.0,0.0,5.608333,18.616438,9.219178,3.5342467
4397002,Ayo Dosunmu,46.0,30.304348,12.805,24.121738,0.0,0.0,0.0,3.0144928,12.304348,4.521739,3.5
4397014,Quentin Grimes,75.0,26.84,15.927,24.72,3.227,0.0,8.926,1.6170213,14.56,3.04,4.32
4397018,Ochai Agbaji,64.0,27.171875,11.999,18.871876,0.0,0.0,0.0,1.8148148,10.421875,1.53125,3.78125
4397020,Luguentz Dort,71.0,29.197184,11.302,18.926056,0.0,0.0,0.0,2.254902,10.1267605,1.6197183,4.1267605
4397040,Brandon Williams,33.0,14.757576,18.385,14.728787,0.0,0.0,0.0,1.948718,8.333333,2.3030303,1.7575758
4397077,Jaxson Hayes,56.0,19.517857,15.832,16.116964,0.0,0.0,0.0,1.3488373,6.839286,1.0357143,4.803571
4397102,Bol Bol,36.0,12.444445,18.501,12.538889,0.0,0.0,0.0,1.1,6.7777777,0.6111111,2.8888888
4397126,Moses Brown,13.0,9.153846,22.435,11.407693,11.27,0.0,20.32,0.18181819,5.8461537,0.15384616,3.3846154
4397140,Kevin Porter Jr.,75.0,19.76,15.455,19.28,3.239,0.0,10.448,1.882353,10.28,3.4133334,3.7066667
4397183,Aaron Wiggins,76.0,22.947369,16.164,20.547369,0.0,0.0,0.0,1.942029,12.026316,1.7631578,3.881579
4397189,Jalen Smith,64.0,15.03125,18.724,16.885937,0.0,0.0,0.0,1.7567568,8.1875,1.015625,5.578125
4397251,Ron Harper Jr.,1.0,17.0,7.911,9.7,0.0,0.0,0.0,0.0,4.0,2.0,7.0
4397424,Neemias Queta,62.0,13.919354,16.293,11.814516,0.0,0.0,0.0,1.125,5.0,0.7258065,3.8064516
4397475,AJ Green,73.0,22.726027,9.246,13.046576,0.0,0.0,0.0,2.7,7.410959,1.479452,2.3835616
4397688,Trey Murphy III,53.0,34.981133,17.323,34.292454,0.0,0.0,0.0,1.8252428,21.207546,3.54717,5.056604
4397882,Tolu Smith,1.0,22.0,19.528,23.9,0.0,0.0,0.0,0.0,14.0,0.0,8.0
4397886,Charles Bassey,36.0,10.444445,19.076,11.031944,0.0,0.0,0.0,0.73913044,4.361111,0.4722222,4.2222223
4431671,Jaden McDaniels,82.0,31.878048,13.294,23.796343,0.0,0.0,0.0,1.7157894,12.195122,1.9878049,5.731707
